trending_date,views,likes,dislikes,title,key,comments_disabled,processed_features
44,[-0.27987869],[-0.27548061],[-0.11493198],2457,l2StCpw8z-s,0,25
44,[0.3111481],[-0.15212476],[0.20315986],114,xF99M6Zilac,0,26
44,[-0.23293565],[-0.18361253],[-0.11692996],719,moc_dHHp4LQ,0,15
44,[-0.15985378],[-0.20738892],[-0.08503121],4216,zuRd_Eneuk8,0,1
44,[-0.22607822],[-0.2775996],[0.08541697],2547,F8BdzL8OltM,0,22
44,[-0.29935902],[-0.30026188],[-0.12175266],1299,IYyjBXDyYLo,0,24
44,[-0.17579855],[-0.16541979],[-0.08981947],5005,U1RASlbIIVc,0,28
44,[-0.04982384],[0.02967154],[-0.04493386],1373,FL9BbzUYXjA,0,23
44,[-0.30893216],[-0.32088818],[-0.12175266],1192,B1Kitc6cMXw,0,19
44,[-0.24824247],[-0.30176046],[-0.11393299],2853,OmLxYUOgTNs,0,17
44,[0.6232503],[1.09482486],[-0.01930463],732,9oyKePWRi8Y,0,17
44,[-0.28341547],[-0.31390643],[-0.1187557],126,mto2mNFbrps,0,1
44,[-0.29522974],[-0.30815239],[-0.12395733],1408,pEN_htHtt_c,0,15
44,[-0.28939584],[-0.31008788],[-0.07269886],5626,inFGj1IyIwk,0,17
44,[-0.12570823],[-0.12072438],[-0.04665626],5538,Q-v4LsbFc5c,0,27
44,[-0.27083112],[-0.27704036],[-0.11303735],6224,lWyRTOABEq4,0,24
44,[-0.18895418],[-0.19499828],[-0.09223082],216,_yThFcog0nA,0,26
44,[-0.28072073],[-0.27368493],[-0.1163099],358,2NpetP71B1o,0,19
44,[-0.31349084],[-0.311285],[-0.12054699],5993,Hgc2njyY4Rs,0,22
44,[-0.20469175],[-0.18174694],[-0.06098658],1075,4JGWxG-vE24,0,24
44,[-0.19261538],[-0.20900983],[-0.11589652],761,mnT4MDdEazs,0,24
44,[-0.27580838],[-0.30532124],[-0.12089147],2308,sJzWZ1yXpek,0,24
44,[-0.21713505],[-0.24094761],[-0.10907584],1720,1WREZPc-kqQ,0,1
44,[-0.06788234],[0.47096339],[-0.08520345],22,sd80ZipTMDE,0,26
44,[-0.30828488],[-0.30224106],[-0.11751557],5191,S4vKQbpOn5k,0,1
44,[-0.31308173],[-0.32301154],[-0.12406067],3798,O4Kb40pnoOY,0,1
44,[-0.28848524],[-0.31299767],[-0.11524201],5659,bWZ_Z5dgrb0,0,17
44,[-0.2019275],[-0.23184687],[-0.07562694],3288,maAa7J3iEM8,0,24
44,[-0.27975319],[-0.30508968],[-0.11076379],4111,07Um1PY_P4o,0,24
44,[-0.31621764],[-0.31987893],[-0.12698874],3414,doHVMJnuvDA,0,28
44,[-0.15031148],[-0.24960271],[0.05971884],5423,kce9FMxx-04,0,24
44,[-0.23167801],[-0.25218045],[-0.10818019],2726,RsIIT6rXnSM,0,26
44,[-0.31382043],[-0.31916677],[-0.11792895],425,lxSWRdgD4Ho,0,24
44,[-0.15553165],[-0.20658501],[0.0407036],4591,yJqsPBWbtjk,0,24
44,[-0.17625649],[-0.28731637],[-0.10824909],4362,O3ttybJghsc,0,17
44,[-0.03213699],[-0.11472567],[0.07053548],5374,IjTBcqpl2kc,1,22
44,[-0.31083424],[-0.32071779],[-0.10122172],6043,VHXPFrOfndg,0,22
44,[-0.23728308],[-0.19010931],[-0.10091169],2501,aO7yzmc3ykw,0,28
44,[0.45691867],[3.09225547],[0.21335644],1604,leu-cTvMWTA,0,10
44,[-0.30179586],[-0.31460985],[-0.12540414],3910,YsufMtUOXtI,0,23
44,[-0.30165507],[-0.31668515],[-0.12636868],3251,TteS6q20VUY,0,28
44,[-0.25620512],[-0.32447517],[-0.12784994],4118,WIWb8f1WIyQ,0,2
44,[-0.31811485],[-0.32422614],[-0.12709209],3746,rQ7yPtJ5Y7I,0,24
44,[-0.22714475],[-0.09524843],[-0.0925753],2594,oo9JMSiI55M,0,24
44,[-0.31396109],[-0.32155664],[-0.12481853],4526,UUreMfN5eNA,0,2
44,[1.1253258],[2.22788636],[0.88102551],1676,ryr75N0nki0,0,10
44,[0.04438725],[-0.1702607],[-0.07462795],3729,0ycLaWymtKk,0,24
44,[-0.12173178],[-0.07434688],[-0.03497842],2044,t9GNMVfEiG4,0,26
44,[-0.03563332],[0.12905002],[0.00039956],916,JFydHaV0klA,0,24
44,[-0.20925463],[-0.07095212],[-0.09305757],3456,fFSmOE0Uxms,0,22
44,[-0.28840856],[-0.3026867],[-0.07490353],5903,avnapsraeXM,0,22
44,[-0.3131764],[-0.32256153],[-0.12578307],5743,e0hO5fTGwPY,0,25
44,[-0.2972323],[-0.31939833],[-0.11834232],5898,JnepCulEQOo,0,2
44,[0.1799896],[0.66662269],[0.20305652],2428,pMpQABKlC-I,0,23
44,[-0.24101163],[-0.18438585],[-0.11145274],2338,3ToRIUoXmIw,0,24
44,[-0.14293336],[0.10428623],[-0.08182756],5043,DcCh33lJLMw,0,22
44,[-0.26042149],[-0.26749835],[-0.11358851],2365,zeO4C8e4pjw,0,17
44,[-0.20250702],[-0.2840658],[-0.04200579],477,V_jU_ssWvc4,0,23
44,[-0.16376248],[-0.28715472],[-0.10676783],4474,Ff7wbSwTuEk,0,23
44,[-0.02894806],[-0.21628868],[-0.06729055],4836,tE5C3O71Xqo,1,28
44,[-0.30685927],[-0.3101272],[-0.11238284],5314,kVVtBDaY8i4,0,1
44,[-0.29938553],[-0.32131635],[-0.12323392],4214,q8fuvWLje8M,0,25
44,[-0.31016599],[-0.30644409],[-0.12519745],2685,VqcHUdHQ1u8,0,15
44,[-0.31182341],[-0.3217751],[-0.12189046],1881,sSszA_Ugd1A,0,28
44,[-0.28672436],[-0.31795217],[-0.12027141],4644,H_4ESBLJXQc,0,25
44,[0.22934],[0.24882762],[0.4813955],4613,cMD63TwzB1o,0,10
44,[-0.18367951],[-0.26656774],[-0.11148719],1798,JRzZl_nq6fk,0,25
44,[-0.30836197],[-0.31673321],[-0.1219249],2264,CMJblEavb7g,0,24
44,[1.00832522],[0.93865305],[0.41477327],1002,sXP6vliZIHI,0,22
44,[0.14405491],[-0.05599249],[0.03605313],1022,VAUHZYf_aKY,0,22
44,[-0.22059839],[-0.29154125],[-0.09943043],508,v2OTO6UEVAo,0,25
44,[-0.29961856],[-0.29722976],[-0.11365741],2496,B5gu6o6CIDA,0,26
44,[-0.27829363],[-0.28661296],[-0.11555204],4150,H00djJq68VE,0,26
44,[0.03916181],[0.07590923],[-0.0279855],1877,BIQK4-9YFW0,0,10
44,[-0.29686566],[-0.30558775],[-0.12223493],1586,4zkWYYFvV6M,0,22
44,[-0.26106823],[-0.27763455],[-0.11692996],5729,qOvMazijKMA,0,27
44,[-0.28365918],[-0.29720354],[-0.1178945],1156,wqEknnPadMA,0,24
44,[-0.30214032],[-0.29730403],[-0.12323392],2301,cQtYcpRGGIY,0,26
44,[-0.25372068],[-0.25633105],[-0.06095213],5653,jTW5_KvkGoE,0,10
44,[-0.30534156],[-0.31955562],[-0.12478408],3581,rTMgDNpXPto,0,19
44,[-0.07811142],[0.27332053],[0.06371479],1782,HHOyg1oDeis,0,24
44,[-0.3054085],[-0.31130248],[-0.12151153],1240,65MWN5yKU0A,0,26
44,[-0.30981368],[-0.3195862],[-0.10780127],1924,drg74wOy8z8,0,1
44,[-0.23986678],[-0.24403653],[-0.11999582],4540,LW43OnmPxIs,0,23
44,[-0.2947081],[-0.27834671],[-0.11117716],3141,24HFgBQawWA,0,10
44,[-0.27740954],[-0.26847702],[-0.12116705],3943,KNEVjhCXZB4,0,15
44,[-0.04506324],[-0.2296274],[-0.03559848],4427,VllA1V5M38E,0,23
44,[-0.08434348],[-0.26837216],[0.05121021],4033,b2EOxGUuBWA,0,1
44,[-0.27638128],[-0.18043186],[-0.11827343],1824,RbNaEwp7hMw,0,26
44,[-0.29407732],[-0.29670984],[0.09344332],4277,7keZTcdouoY,0,25
44,[-0.2892349],[-0.28772706],[-0.11975469],2487,h8ycmroFQSs,0,28
44,[-0.15089182],[-0.00111718],[-0.07449015],3998,07S_Glj3uYs,0,10
44,[0.44539842],[1.87954176],[0.03388292],5053,GEB2f5dpFXs,0,23
44,[-0.13178896],[-0.25205811],[-0.10301301],1255,MSzytvDsPfo,0,24
44,[-0.25895288],[-0.31178307],[-0.11920352],2769,Fr0wEsISRUw,0,28
44,[-0.19610157],[-0.21818485],[-0.07087313],2525,1sqyuXCwcBA,0,23
44,[-0.2724646],[-0.29845309],[-0.12009917],1788,F3eSaEHSCu0,0,24
44,[-0.13024081],[-0.24602008],[-0.11851456],2060,uFDPLyAWpVg,0,15
44,[-0.31616097],[-0.32307271],[-0.12071923],5896,aBQDFQwfX2w,0,25
44,[-0.30742702],[-0.3202503],[-0.12512856],3595,ZsN1V9Hjfvg,0,24
44,[0.07811719],[0.15818287],[-0.03236038],3451,ItL6vcUrpUs,0,10
44,[-0.30610934],[-0.32276687],[-0.12764325],705,SV2sPlDLQtU,0,1
44,[0.19292519],[-0.12188655],[0.01011387],3571,XcSMdhfKga4,0,24
44,[-0.18896554],[-0.25612133],[-0.100705],2660,mMzKvVtrC6U,0,24
44,[0.54896355],[1.20867801],[0.50540568],5089,zi_6oaQyckM,0,10
44,[-0.06001829],[0.14452958],[-0.07951955],2481,MUWUHf-rzks,0,27
44,[-0.28764077],[-0.29074608],[-0.12089147],3959,pihJVwap7iI,0,10
44,[-0.25641853],[-0.26675561],[-0.11682662],3163,XwDTzD75fT4,0,10
44,[-0.30470226],[-0.29894242],[-0.12526635],5381,WhJIUtMK1tU,0,24
44,[0.05310199],[0.50856783],[-0.08565127],2051,ZB7_1CoKntI,0,23
44,[0.21024269],[-0.10161414],[-0.00886692],3433,8eo-L_3OWAQ,0,1
44,[-0.26020483],[-0.23877182],[-0.11276176],2348,nZM9Ko806Bg,0,28
44,[3.16080838],[2.94385621],[5.04033303],3121,WS7f5xpGYn8,0,10
44,[-0.28856923],[-0.29294808],[-0.12209714],5134,zT4DJKkN_Do,0,26
44,[-0.25969685],[-0.1594036],[-0.1170333],5106,5EF5Curjr8k,0,10
44,[-0.25521445],[-0.29364713],[-0.0648103],5096,dwEKqAwoz0Y,0,22
44,[-0.24978398],[-0.29665304],[-0.10869691],4969,cIQKKzZtWwQ,0,10
44,[-0.25725651],[-0.29021743],[-0.1178945],528,teA0Z7ltRSY,0,25
44,[-0.2930753],[-0.30075121],[-0.12354395],5843,OWYKrIKMO1M,0,23
44,[3.99139122],[2.39105302],[1.05546964],1957,l_lblj8Cq0o,0,10
44,[-0.30630071],[-0.31614776],[-0.12381954],4394,UK2OQ67Xr4o,0,24
44,[-0.31714082],[-0.3214081],[-0.1268854],6095,WQd6x4KmVhA,0,10
44,[-0.31025674],[-0.32121586],[-0.11851456],4692,t0Ro2Yqs6mA,0,25
44,[-0.3161818],[-0.32416497],[-0.12757436],1635,aLLgene7kJo,0,10
44,[-0.31886559],[-0.32446643],[-0.12784994],1146,-37nIo_tLnk,0,17
44,[-0.31851368],[-0.32436594],[-0.12750546],5185,bJje-B9YLIU,0,24
44,[-0.30246329],[-0.304395],[-0.12578307],5288,3mRjN1Focog,0,22
44,[-0.28947888],[-0.29555641],[-0.11944466],2720,PLAFNvxDPMw,0,24
44,[-0.15173547],[-0.19070787],[-0.09839699],4173,fEMxFSjmo5Q,0,26
44,[-0.2961985],[-0.30425519],[-0.11965134],6285,lM0yu7c6lQk,0,43
44,[-0.31324957],[-0.32406448],[-0.12753991],3213,dBTKW8NKAt4,0,24
44,[-0.31532746],[-0.31954688],[-0.12722988],4244,9yWnVxe1qp8,0,15
44,[-0.1546765],[-0.0263572],[-0.10476985],6082,K62oeVyaC-U,0,23
44,[-0.09064086],[-0.04334408],[0.04280492],133,zLJsJR0O6VI,0,23
44,[-0.29041883],[-0.28654742],[-0.12426736],6191,5czA_L_eOp4,0,27
44,[-0.31607509],[-0.32088818],[-0.12574862],3483,6hb0GOOFQwI,0,23
44,[-0.02220261],[-0.03017575],[-0.0459673],3752,RHUxyXZBXY8,0,10
44,[-0.03150472],[0.34282343],[-0.09429769],3347,WvV5TbJc9tQ,0,10
44,[0.07295275],[-0.15038588],[-0.09223082],1560,IU-Fo-QEpOI,0,17
44,[-0.26134116],[-0.23979855],[-0.11978913],5056,YEGhKwpEKEw,0,26
44,[-0.30286713],[-0.28405269],[-0.12440515],3561,AaALLWQmCdI,0,10
44,[-0.31066085],[-0.32295037],[-0.12371619],259,6-xB3ij-5xM,0,19
44,[-0.12149835],[-0.05245792],[-0.07728043],205,lWHZKP6xXHU,0,1
44,[-0.23911807],[-0.26615705],[-0.12009917],6211,LotoBix4UDM,0,24
44,[-0.28081418],[-0.31682496],[-0.09050843],463,lcpxLXjYAa8,0,25
44,[0.05747674],[0.42169794],[0.17639385],2818,E60w-0q8Y0Y,0,24
44,[-0.10658455],[0.26247217],[-0.07938176],4151,szaJ5aW-LUs,0,10
44,[-0.22043028],[-0.30024877],[-0.10580329],3181,OziQ_a3Rpqw,0,24
44,[-0.26800289],[-0.28514495],[0.04504403],4880,SFxZb-GHbrQ,0,24
44,[0.04559146],[0.11715309],[-0.03928441],2712,ydPYNo8o-lI,0,10
44,[-0.22653426],[-0.17476956],[-0.11479419],6424,ZpMNJbt3QDE,0,25
44,[-0.23991128],[-0.20300239],[-0.06667048],4606,JbazoX5Su1w,0,23
44,[-0.28021329],[-0.31627883],[0.14266936],2312,KFm7fKqg13E,0,25
44,[-0.31871236],[-0.32433973],[-0.12784994],3018,2PQCLZbzxq8,0,24
44,[-0.07183351],[-0.31893958],[-0.12626534],1897,y0BlGqwLLGQ,0,24
44,[-0.15183866],[-0.280706],[-0.06818619],5436,ccgIXa7TIkc,0,24
44,[-0.31902463],[-0.32438779],[-0.1276777],4155,i9-0BJ4CJvM,0,25
44,[-0.30516046],[-0.32194549],[-0.12047809],2119,MnKbM9Zxtn8,0,1
44,[0.08970791],[-0.11713738],[-0.04396932],1472,2ktuvx9hrMw,0,1
44,[-0.31506441],[-0.31640116],[-0.12736767],1329,Q3pUXLQ5G5U,0,26
44,[-0.24378238],[-0.30709508],[-0.12151153],5273,alRtHXnZMOI,0,10
44,[-0.30506985],[-0.31687302],[-0.12636868],4481,jjEmFB7zY4o,0,17
44,[-0.29894707],[-0.29448599],[-0.11637879],1369,cntsqw7XOF0,0,10
44,[-0.16635931],[-0.27483399],[-0.07314669],5753,3RlbqOl_4NA,0,25
44,[-0.05635628],[0.32044077],[-0.07504132],3374,RlSzahonkTk,0,10
44,[-0.07563982],[-0.13905255],[-0.08561682],2285,_lUiJsnGXh8,0,1
44,[-0.30697626],[-0.32376738],[-0.12685095],2914,bOzOMmHlQ3o,0,23
44,[-0.04670389],[-0.31923668],[-0.12581752],5167,yh1NAMi2oLg,0,19
44,[-0.30365357],[-0.32031583],[-0.1269543],3074,6CPUUjAlXrs,0,24
44,[0.04955291],[-0.0907352],[-0.0982592],1573,_mHSkHjInS4,0,1
44,[-0.01126581],[0.17673387],[0.00670353],4807,aMQbRpxgFvs,0,28
44,[-0.2595209],[-0.25588541],[-0.11579318],5336,iZpxzfMkVzM,0,19
44,[-0.30804117],[-0.32307707],[-0.12612755],1770,GLZZn7lCtcI,0,17
44,[-0.21035795],[-0.24844928],[-0.01296622],903,a2bjPDkFR40,0,24
44,[0.13214272],[-0.18668397],[-0.09877592],4565,Pymm6cmE9uQ,0,24
44,[-0.21287187],[-0.25852431],[-0.12344061],5280,PluaPvhkIMU,0,1
44,[-0.31883502],[-0.32429167],[-0.12784994],2518,yirvgC-kMq0,0,24
44,[-0.02656492],[-0.32366253],[-0.12729878],5363,fA8bw85NmlY,0,24
44,[-0.31784098],[-0.32369748],[-0.1269543],576,6dlhWPDoifU,0,25
44,[-0.24711534],[-0.17566959],[-0.09577895],5893,Xc675sarBYc,0,15
44,[-0.315762],[-0.32370185],[-0.12747101],3527,eIj9vqnhQ6I,0,1
44,[0.76092081],[0.13741676],[0.01162958],5557,p_IwENcMPOA,0,10
44,[-0.27893753],[-0.26448807],[-0.11348517],3976,kwvbLx9M6-s,0,22
44,[-0.12580967],[0.13723326],[-0.08547903],4705,Bzu4G8uZs-4,0,10
44,[-0.31434437],[-0.32005369],[-0.12674761],3604,djJ6GAplhFU,0,1
44,[-0.29984739],[-0.30614262],[-0.12536969],2329,nzO5ViO_y8Y,0,28
44,[-0.25273055],[-0.13808699],[-0.10859357],2259,nHaBEgkMQVw,0,26
44,[-0.2855645],[-0.25547908],[-0.11627545],2254,7kRDYwtE10Y,0,22
46,[-0.2519153],[-0.25169548],[-0.1023585],6308,7VnEPIBsp20,0,24
46,[-0.30279491],[-0.30987816],[-0.11861791],1175,S45Y5WQ4Ucs,0,15
46,[-0.25215617],[0.08984651],[-0.10053276],961,VQhIUzPJi8o,0,10
46,[-0.22686006],[-0.2498998],[-0.0597809],5767,K5BoE8eBzoI,0,27
46,[-0.30728272],[-0.300725],[-0.11062599],1113,q_MmN6-KLXg,0,10
46,[-0.23079297],[-0.04678252],[-0.08613354],141,IxF3mxWbdjw,0,24
46,[-0.18521508],[-0.2301211],[-0.06274342],2422,XZo5o1Y0h9o,0,27
46,[-0.2625501],[-0.28071037],[-0.11972024],2820,e2R0NSKtVA0,0,22
46,[-0.17353835],[-0.26604782],[-0.03025906],3445,ooWd_9OAAUg,0,24
46,[-0.11182256],[-0.08713073],[-0.01913239],4618,yMvpbrJ1CWQ,0,23
46,[-0.11967864],[0.88762688],[-0.1089725],6349,Q48VduIflPk,0,10
46,[-0.31838696],[-0.32267512],[-0.12722988],4089,IoqDYnn7VKA,0,23
46,[0.05155642],[0.04969491],[0.07191339],904,nranUeNkXpM,0,23
46,[-0.26270158],[-0.29053637],[-0.11734333],5357,tMSu3Gyz1jU,0,24
46,[-0.17833777],[-0.18215326],[-0.0615033],5639,SuFMMvrf4ao,0,24
46,[-0.31496081],[-0.32255716],[-0.12564528],3463,EaEesT3HO4w,0,17
46,[-0.26156187],[-0.26388951],[-0.10404645],2457,l2StCpw8z-s,0,25
46,[-0.22786344],[-0.27070523],[-0.08248207],1551,tAn7wxn2Atk,0,24
46,[-0.20272638],[-0.24158113],[-0.02736544],230,OSBl32lNGBg,0,28
46,[-0.31470398],[-0.31520841],[-0.12626534],4866,oX8-6whswEA,0,1
46,[-0.24757558],[-0.25942871],[-0.1031508],755,PVr1BbsOwmQ,0,22
46,[-0.29852849],[-0.31474529],[-0.12240717],5193,iYGq_qc-hWY,0,24
46,[-0.19173034],[-0.21330024],[-0.08995726],1372,fEhgT7G6ouQ,0,23
46,[-0.31564244],[-0.32234307],[-0.12571417],5384,lYtllIKb70M,0,24
46,[-0.21998194],[-0.17573949],[-0.11448416],719,moc_dHHp4LQ,0,15
46,[-0.2669001],[-0.30175609],[-0.12047809],1408,pEN_htHtt_c,0,15
46,[-0.16325329],[-0.15683897],[-0.08534124],5005,U1RASlbIIVc,0,28
46,[-0.19382311],[-0.26732359],[0.17856407],2547,F8BdzL8OltM,0,22
46,[0.34441267],[-0.14523477],[0.23519641],114,xF99M6Zilac,0,26
46,[-0.29516712],[-0.29809046],[-0.11844567],1299,IYyjBXDyYLo,0,24
46,[0.05055507],[0.09716467],[0.00098518],1373,FL9BbzUYXjA,0,23
46,[-0.10899866],[-0.1830795],[-0.0761781],4216,zuRd_Eneuk8,0,1
46,[-0.23877225],[-0.29994731],[-0.11165943],2853,OmLxYUOgTNs,0,17
46,[-0.24147308],[-0.30442996],[-0.11059155],126,mto2mNFbrps,0,1
46,[-0.27928051],[-0.30842764],[-0.069633],5626,inFGj1IyIwk,0,17
46,[-0.3058659],[-0.32023719],[-0.1194791],1192,B1Kitc6cMXw,0,19
46,[-0.27989357],[-0.2199849],[-0.12109815],2149,5n32F7mS6Kk,0,23
46,[-0.31106009],[-0.30924028],[-0.11500088],5993,Hgc2njyY4Rs,0,22
46,[0.68814176],[1.142749],[-0.01213947],732,9oyKePWRi8Y,0,17
46,[-0.27528701],[-0.27012415],[-0.11424302],358,2NpetP71B1o,0,19
46,[-0.26593135],[-0.27472039],[-0.11086713],6224,lWyRTOABEq4,0,24
46,[-0.10746404],[-0.11208239],[-0.04145463],5538,Q-v4LsbFc5c,0,27
46,[-0.1658727],[-0.17739537],[-0.08513455],216,_yThFcog0nA,0,26
46,[-0.19302476],[-0.17326224],[-0.05240906],1075,4JGWxG-vE24,0,24
46,[-0.18493079],[-0.20498594],[-0.11493198],761,mnT4MDdEazs,0,24
46,[-0.31366571],[-0.31609533],[-0.12612755],3414,doHVMJnuvDA,0,28
46,[-0.26388632],[-0.30211873],[-0.11985803],2308,sJzWZ1yXpek,0,24
46,[-0.28626642],[-0.31250397],[-0.11472529],5659,bWZ_Z5dgrb0,0,17
46,[-0.21278058],[-0.23860143],[-0.10780127],1720,1WREZPc-kqQ,0,1
46,[-0.31787817],[-0.32427856],[-0.12698874],3793,S1ke1xQ-rmY,0,28
46,[-0.30612381],[-0.30060703],[-0.11376075],5191,S4vKQbpOn5k,0,1
46,[-0.30487618],[-0.32352272],[-0.12275165],4633,5Q7mKQmNWSE,0,26
46,[-0.05325796],[0.49667526],[-0.08117305],22,sd80ZipTMDE,0,26
46,[-0.18538765],[-0.22408744],[-0.06946076],3288,maAa7J3iEM8,0,24
46,[-0.2743729],[-0.30420276],[-0.10955811],4111,07Um1PY_P4o,0,24
46,[-0.31317261],[-0.31886094],[-0.11675772],425,lxSWRdgD4Ho,0,24
46,[-0.14193093],[-0.24777644],[0.06343921],5423,kce9FMxx-04,0,24
46,[-0.22683991],[-0.24982553],[-0.10721565],2726,RsIIT6rXnSM,0,26
46,[-0.14308389],[-0.2020543],[0.04907444],4591,yJqsPBWbtjk,0,24
46,[-0.17114371],[-0.28671781],[-0.10759458],4362,O3ttybJghsc,0,17
46,[-0.01235344],[-0.10762596],[0.07818291],5374,IjTBcqpl2kc,1,22
46,[-0.30994352],[-0.32050807],[-0.09970601],6043,VHXPFrOfndg,0,22
46,[-0.23209159],[-0.18410623],[-0.09898261],2501,aO7yzmc3ykw,0,28
46,[-0.29992488],[-0.31400255],[-0.12526635],3910,YsufMtUOXtI,0,23
46,[-0.29524922],[-0.31308942],[-0.12598976],3251,TteS6q20VUY,0,28
46,[-0.31409876],[-0.31621329],[-0.12719543],6445,naOKPDCngMI,0,15
46,[-0.25557907],[-0.32447517],[-0.12784994],4118,WIWb8f1WIyQ,0,2
46,[-0.3178829],[-0.32422177],[-0.12705764],3746,rQ7yPtJ5Y7I,0,24
46,[-0.31694674],[-0.32423487],[-0.12771215],2717,phGlo_TNDp0,0,1
46,[-0.22396191],[-0.09033761],[-0.09040508],2594,oo9JMSiI55M,0,24
46,[-0.31385289],[-0.32153917],[-0.12481853],4526,UUreMfN5eNA,0,2
46,[1.29197999],[2.31974134],[0.92914921],1676,ryr75N0nki0,0,10
46,[0.07071446],[-0.1664203],[-0.06915073],3729,0ycLaWymtKk,0,24
46,[-0.31242038],[-0.29842251],[-0.12691985],6405,SWUrl7FpkAo,0,24
46,[-0.11927236],[-0.07221478],[-0.03442726],2044,t9GNMVfEiG4,0,26
46,[-0.0259198],[0.1378624],[0.00174303],916,JFydHaV0klA,0,24
46,[-0.20625045],[-0.06619859],[-0.09226527],3456,fFSmOE0Uxms,0,22
46,[-0.31314029],[-0.32255716],[-0.12578307],5743,e0hO5fTGwPY,0,25
46,[-0.28819879],[-0.30253379],[-0.07486908],5903,avnapsraeXM,0,22
46,[-0.25869862],[-0.26624006],[-0.11345072],2365,zeO4C8e4pjw,0,17
46,[0.19613562],[0.68677714],[0.20863708],2428,pMpQABKlC-I,0,23
46,[-0.1318743],[0.12322608],[-0.08065633],5043,DcCh33lJLMw,0,22
46,[-0.29700902],[-0.31938522],[-0.11834232],5898,JnepCulEQOo,0,2
46,[-0.23785976],[-0.18086002],[-0.11062599],2338,3ToRIUoXmIw,0,24
46,[-0.31824711],[-0.32341786],[-0.12781549],3340,AZTn1UMs408,0,23
46,[-0.1957356],[-0.28258469],[-0.04062788],477,V_jU_ssWvc4,0,23
46,[-0.15431796],[-0.28548137],[-0.10590663],4474,Ff7wbSwTuEk,0,23
46,[-0.02641913],[-0.21565953],[-0.06698051],4836,tE5C3O71Xqo,1,28
46,[-0.30582803],[-0.30912232],[-0.11124606],5314,kVVtBDaY8i4,0,1
46,[-0.29932318],[-0.32131198],[-0.12323392],4214,q8fuvWLje8M,0,25
46,[-0.30992648],[-0.30605961],[-0.12519745],2685,VqcHUdHQ1u8,0,15
46,[-0.28659425],[-0.31794344],[-0.12023696],4644,H_4ESBLJXQc,0,25
46,[-0.31179812],[-0.32176636],[-0.12189046],1881,sSszA_Ugd1A,0,28
46,[0.26558955],[0.26257703],[0.50227092],4613,cMD63TwzB1o,0,10
46,[-0.18132978],[-0.26580316],[-0.11131495],1798,JRzZl_nq6fk,0,25
46,[1.17939568],[1.00906471],[0.44691316],1002,sXP6vliZIHI,0,22
46,[-0.30822997],[-0.31667204],[-0.1219249],2264,CMJblEavb7g,0,24
46,[0.17943686],[-0.05277249],[0.04287382],1022,VAUHZYf_aKY,0,22
46,[-0.21889796],[-0.29113056],[-0.09918929],508,v2OTO6UEVAo,0,25
46,[-0.29932264],[-0.29697635],[-0.11362296],2496,B5gu6o6CIDA,0,26
46,[0.07850616],[0.09521171],[-0.02092368],1877,BIQK4-9YFW0,0,10
46,[-0.27770816],[-0.286211],[-0.1155176],4150,H00djJq68VE,0,26
46,[-0.29653526],[-0.30530377],[-0.12220049],1586,4zkWYYFvV6M,0,22
46,[-0.25871877],[-0.27641996],[-0.11675772],5729,qOvMazijKMA,0,27
46,[-0.28186057],[-0.29666615],[-0.11730889],1156,wqEknnPadMA,0,24
46,[-0.30188079],[-0.2969414],[-0.12319948],2301,cQtYcpRGGIY,0,26
46,[-0.252385],[-0.25577618],[-0.0599187],5653,jTW5_KvkGoE,0,10
46,[-0.30510515],[-0.31953377],[-0.12474963],3581,rTMgDNpXPto,0,19
46,[-0.07089031],[0.28385868],[0.06740072],1782,HHOyg1oDeis,0,24
46,[-0.30524824],[-0.3111714],[-0.12147708],1240,65MWN5yKU0A,0,26
46,[-0.30960987],[-0.31952503],[-0.10762903],1924,drg74wOy8z8,0,1
46,[-0.29306881],[-0.27629325],[-0.11086713],3141,24HFgBQawWA,0,10
46,[-0.03835728],[-0.22870553],[-0.03342827],4427,VllA1V5M38E,0,23
46,[-0.27532894],[-0.26733669],[-0.12082257],3943,KNEVjhCXZB4,0,15
46,[-0.06912848],[-0.26606093],[0.05858206],4033,b2EOxGUuBWA,0,1
46,[-0.27482258],[-0.17739973],[-0.11792895],1824,RbNaEwp7hMw,0,26
46,[-0.29395087],[-0.29665741],[0.09365001],4277,7keZTcdouoY,0,25
46,[-0.2886025],[-0.28726831],[-0.11951355],2487,h8ycmroFQSs,0,28
46,[-0.14031233],[0.0036713],[-0.07325003],3998,07S_Glj3uYs,0,10
46,[0.46291297],[1.90377252],[0.03598424],5053,GEB2f5dpFXs,0,23
46,[-0.12665927],[-0.2507474],[-0.10253074],1255,MSzytvDsPfo,0,24
46,[-0.25742556],[-0.31156899],[-0.11913462],2769,Fr0wEsISRUw,0,28
46,[-0.31607333],[-0.32304212],[-0.12068478],5896,aBQDFQwfX2w,0,25
46,[-0.27214353],[-0.2984094],[-0.12003027],1788,F3eSaEHSCu0,0,24
46,[-0.12037623],[-0.24328943],[-0.11775671],2060,uFDPLyAWpVg,0,15
46,[-0.30701007],[-0.32011923],[-0.12509411],3595,ZsN1V9Hjfvg,0,24
46,[0.1251468],[0.19002016],[-0.02653869],3451,ItL6vcUrpUs,0,10
46,[-0.30605957],[-0.32276687],[-0.12764325],705,SV2sPlDLQtU,0,1
46,[-0.18960092],[-0.21468087],[-0.07014972],2525,1sqyuXCwcBA,0,23
